"fact_impact_sk","time_sk","zone_sk","mode_sk","weather_sk","event_sk","energie_kwh","co2_kg","pm25","no2","aqi_index","nb_accidents","nb_graves","nb_mortels","usagers_vulnerables","volume_crimes","taux_criminalite","bak_co2_kg","bak_nb_mortels","bak_volume_crimes","bak_aqi_index","bak_taux_criminalite","bak_pm25","bak_no2","bak_zone_sk","bak_mode_sk","bak_event_sk"
"7946","13129","6","5","188449","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7947","13129","6","5","223513","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7948","13129","6","5","258577","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7949","13129","6","5","293641","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7950","13129","6","5","328705","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7951","13129","7","2","13129","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7952","13129","7","2","48193","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7953","13129","7","2","83257","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7954","13129","7","2","118321","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7955","13129","7","2","153385","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7956","13129","7","2","188449","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7957","13129","7","2","223513","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7958","13129","7","2","258577","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7959","13129","7","2","293641","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7960","13129","7","2","328705","30","89.7773","240.603","12.3","35.824","25.05","0","0","0","0","30","0.909","240.603","0","30","25.05","0.909","12.3","35.824","7","2","30"
"7961","13129","7","6","13129","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7962","13129","7","6","48193","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7963","13129","7","6","83257","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7964","13129","7","6","118321","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7965","13129","7","6","153385","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7966","13129","7","6","188449","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7967","13129","7","6","223513","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7968","13129","7","6","258577","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7969","13129","7","6","293641","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7970","13129","7","6","328705","30","25.6867","68.84","12.3","35.824","25.05","0","0","0","0","30","0.909","68.84","0","30","25.05","0.909","12.3","35.824","7","0","30"
"7971","13129","7","3","13129","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7972","13129","7","3","48193","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7973","13129","7","3","83257","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7974","13129","7","3","118321","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7975","13129","7","3","153385","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7976","13129","7","3","188449","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7977","13129","7","3","223513","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7978","13129","7","3","258577","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7979","13129","7","3","293641","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7980","13129","7","3","328705","30","80.7453","4.037","12.3","35.824","25.05","0","0","0","0","30","0.909","4.037","0","30","25.05","0.909","12.3","35.824","7","3","30"
"7981","13129","7","5","13129","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7982","13129","7","5","48193","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7983","13129","7","5","83257","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7984","13129","7","5","118321","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7985","13129","7","5","153385","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7986","13129","7","5","188449","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7987","13129","7","5","223513","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7988","13129","7","5","258577","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7989","13129","7","5","293641","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7990","13129","7","5","328705","30","51.72","2.586","12.3","35.824","25.05","0","0","0","0","30","0.909","2.586","0","30","25.05","0.909","12.3","35.824","7","5","30"
"7991","13129","8","2","13129","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"7992","13129","8","2","48193","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"7993","13129","8","2","83257","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"7994","13129","8","2","118321","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"7995","13129","8","2","153385","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"7996","13129","8","2","188449","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"7997","13129","8","2","223513","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"7998","13129","8","2","258577","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"7999","13129","8","2","293641","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"8000","13129","8","2","328705","30","134.255","359.803","16.2167","49.2386","37.799","0","0","0","0","32","1.143","359.803","0","32","37.799","1.143","16.2167","49.2386","8","2","30"
"8001","13129","8","6","13129","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8002","13129","8","6","48193","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8003","13129","8","6","83257","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8004","13129","8","6","118321","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8005","13129","8","6","153385","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8006","13129","8","6","188449","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8007","13129","8","6","223513","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8008","13129","8","6","258577","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8009","13129","8","6","293641","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8010","13129","8","6","328705","30","19.66","52.689","16.2167","49.2386","37.799","0","0","0","0","32","1.143","52.689","0","32","37.799","1.143","16.2167","49.2386","8","0","30"
"8011","13129","8","3","13129","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8012","13129","8","3","48193","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8013","13129","8","3","83257","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8014","13129","8","3","118321","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8015","13129","8","3","153385","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8016","13129","8","3","188449","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8017","13129","8","3","223513","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8018","13129","8","3","258577","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8019","13129","8","3","293641","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8020","13129","8","3","328705","30","56.824","2.841","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.841","0","32","37.799","1.143","16.2167","49.2386","8","3","30"
"8021","13129","8","5","13129","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8022","13129","8","5","48193","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8023","13129","8","5","83257","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8024","13129","8","5","118321","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8025","13129","8","5","153385","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8026","13129","8","5","188449","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8027","13129","8","5","223513","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8028","13129","8","5","258577","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8029","13129","8","5","293641","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8030","13129","8","5","328705","30","40.086","2.004","16.2167","49.2386","37.799","0","0","0","0","32","1.143","2.004","0","32","37.799","1.143","16.2167","49.2386","8","5","30"
"8031","13129","9","2","13129","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8032","13129","9","2","48193","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8033","13129","9","2","83257","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8034","13129","9","2","118321","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8035","13129","9","2","153385","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8036","13129","9","2","188449","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8037","13129","9","2","223513","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8038","13129","9","2","258577","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8039","13129","9","2","293641","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8040","13129","9","2","328705","30","123.652","6.183","14.95","45.8925","31.968","0","0","0","0","35","1","6.183","0","35","31.968","1","14.95","45.8925","9","2","30"
"8041","13129","9","6","13129","30","14.8627","0.743","14.95","45.8925","31.968","0","0","0","0","35","1","0.743","0","35","31.968","1","14.95","45.8925","9","0","30"
