"fact_mob_sk","time_sk","zone_sk","line_sk","mode_sk","event_sk","stop_sk","weather_sk","annule","charge_estimee","vitesse_kmh","temps_trajet_min","congestion_index","stress_1_5","satisfaction_1_5","bak_vitesse_kmh","bak_temps_trajet_min","bak_stress_1_5","bak_weather_sk"
"2728","30824","2","4","4",NULL,"148",NULL,"0","27","30.21","17.95","2","1","3","30.21","2077","1","0"
"2729","28313","1","13","1",NULL,"56",NULL,"0","53","27.65","17.95","2","3","3","2618","1673","3","0"
"2730","7041","1","4","5",NULL,"138",NULL,"0","70","27.65","17.95","2","3","3","3136","2615","3","0"
"2731","14527","7","3","1",NULL,"37",NULL,"0","29","40.97","17.95","1","3","4","40.97","2089","3","0"
"2732","15853","10","4","3",NULL,"71",NULL,"0","47","45.26","13.68","1","3","3","45.26","13.68","3","0"
"2733","5908","1","14","2",NULL,"160",NULL,"0","16","27.65","17.2","2","1","1","3401","17.2","1","0"
"2734","1478","7","4","2",NULL,"172",NULL,"0","38","27.65","19.49","3","4","1","2140","19.49","4","0"
"2735","3364","2","8","5",NULL,"92",NULL,"0","20","39.65","9.32","1","2","3","39.65","9.32","2","0"
"2736","33218","10","4","4",NULL,"166",NULL,"0","7","27.65","17.21","2","2","2","3203","17.21","2","0"
"2737","24648","2","11","5",NULL,"24",NULL,"0","40","40.38","17.95","1","1","4","40.38","744","1","0"
"2738","9452","1","11","1",NULL,"55",NULL,"0","29","27.42","8.66","2","4","2","27.42","8.66","4","0"
"2739","2433","2","10","5",NULL,"39",NULL,"0","38","27.65","17.5","3","3","3","1681","17.5","3","0"
"2740","2378","4","10","1",NULL,"25",NULL,"0","45","25.23","12.22","2","1","1","25.23","12.22","1","0"
"2741","25681","6","15","1",NULL,"35","341257","0","22","36.46","17.95","1","2","3","36.46","2921","2","341257"
"2742","2433","2","13","5",NULL,"129",NULL,"0","57","27.65","17.5","3","3","3","1681","17.5","3","0"
"2743","21196","10","1","4",NULL,"1",NULL,"0","29","27.65","14.45","1","4","4","4366","14.45","4","0"
"2744","9255","8","14","1",NULL,"103",NULL,"0","18","27.65","23.4","2","2","2","3262","23.4","2","0"
"2745","12224","5","14","3",NULL,"103",NULL,"0","49","28.56","22.84","2","3","3","28.56","22.84","3","0"
"2746","12224","8","14","3",NULL,"103",NULL,"0","49","27.65","17.15","1","1","3","4312","17.15","1","0"
"2747","33218","10","5","4",NULL,"12",NULL,"0","21","27.65","17.21","2","2","2","3203","17.21","2","0"
"2748","13675","4","7","1",NULL,"113",NULL,"0","30","27.65","17.95","1","3","3","4719","1845","3","0"
"2749","22902","4","10","3",NULL,"143",NULL,"0","32","32.18","21.55","2","1","4","32.18","21.55","1","0"
"2750","982","2","5","2",NULL,"23",NULL,"0","49","29.17","27.11","2","1","5","29.17","27.11","1","0"
"2751","13936","9","4","5",NULL,"45",NULL,"0","46","22.64","20.48","3","2","2","22.64","20.48","2","0"
"2752","22673","5","4","3",NULL,"145",NULL,"0","15","27.65","17.95","4","1","3","1449","2304","1","0"
"2753","33218","10","11","4",NULL,"135",NULL,"0","58","27.65","17.21","2","2","2","3203","17.21","2","0"
"2754","11643","1","14","5",NULL,"145",NULL,"0","46","19.51","14.64","3","3","1","19.51","14.64","3","0"
"2755","3047","8","5","2",NULL,"137",NULL,"0","40","27.65","16.18","2","3","2","2578","16.18","3","0"
"2756","26850","4","10","3",NULL,"88",NULL,"0","11","26.65","13.21","2","2","2","26.65","13.21","2","0"
"2757","22673","5","3","3",NULL,"143",NULL,"0","35","27.65","17.95","4","1","3","1449","2304","1","0"
"2758","13282","3","9","1",NULL,"117",NULL,"0","76","29.16","21.17","2","4","5","29.16","21.17","4","0"
"2759","20849","8","5","4",NULL,"162",NULL,"0","11","27.65","25.69","2","2","3","3179","25.69","2","0"
"2760","24366","7","9","3",NULL,"58",NULL,"0","42","27.65","17.95","3","3","3","2020","1617","3","0"
"2761","20060","4","5","2",NULL,"85",NULL,"0","50","22.02","19.94","3","3","4","22.02","19.94","3","0"
"2762","14612","6","11","1",NULL,"125",NULL,"0","4","5.89","18.27","4","1","4","5.89","18.27","1","0"
"2763","28313","1","9","1",NULL,"66",NULL,"0","48","27.65","17.95","2","3","3","2618","1673","3","0"
"2764","20092","7","3","3",NULL,"174",NULL,"0","7","27.65","17.95","3","2","1","1524","1306","2","0"
"2765","19360","2","5","4",NULL,"152",NULL,"0","39","27.65","15.78","2",NULL,"1","3053","15.78","0","0"
"2766","33391","1","4","2",NULL,"161",NULL,"0","29","27.65","24.99","4","1","3","1066","24.99","1","0"
"2767","545","2","12","2",NULL,"87",NULL,"0","35","27.65","14.31","1","1","2","3845","14.31","1","0"
"2768","19317","1","5","4",NULL,"178",NULL,"0","5","34.6","256","2","3","2","34.6","256","3","0"
"2769","9777","8","1","1",NULL,"9",NULL,"0","63","41.16","16.66","1","1","2","41.16","16.66","1","0"
"2770","19826","10","9","1",NULL,"78",NULL,"0","37","25.12","10.96","2","1","1","25.12","10.96","1","0"
"2771","10993","8","3","3",NULL,"59","256441","0","65","29.08","17.95","2","5","1","29.08","2351","5","256441"
"2772","28896","6","2","2",NULL,"158",NULL,"0","71","27.65","17.95","3","2","4","1556","2605","2","0"
"2773","21281","2","11","4",NULL,"83",NULL,"0","62","27.65","500","1","2","4","3738","-500","2","0"
"2774","22206","6","9","3",NULL,"93",NULL,"0","3","24.31","17.95","3","2","3","24.31","1925","2","0"
"2775","32607","5","5","2",NULL,"162",NULL,"0","44","25.6","17.95","2","4","4","25.6","1747","4","0"
"2776","30229","3","14","3",NULL,"174",NULL,"0","71","27.65","17.95","4","2","2","587","1824","2","0"
"2777","32569","5","5","5",NULL,"13","313081","0","31","14.03","17.95","4","3","3","14.03","2334","3","313081"
"2778","22064","6","8","2",NULL,"30",NULL,"0","51","27.65","24.83","1","2","1","3839","24.83","2","0"
"2779","26119","3","15","2",NULL,"139",NULL,"0","61","27.65","17.95","3","2","2","2056","2224","2","0"
"2780","11269","4","15","1",NULL,"162",NULL,"0","18","37.7","17.38","1","3","1","37.7","17.38","3","0"
"2781","30060","7","12","2",NULL,"122",NULL,"0","71","15.92","17.95","3","4","1","15.92","1984","4","0"
"2782","31982","4","2","1",NULL,"55",NULL,"0","36","21.67","17.95","3","4","3","21.67","1257","4","0"
"2783","22464","7","15","3",NULL,"1",NULL,"0","31","44.11","145","1","2","3","44.11","145","2","0"
"2784","14072","6","9","2",NULL,"160",NULL,"0","67","27.65","17.95","1","1","2","5079","2264","1","0"
"2785","17694","5","12","1",NULL,"145",NULL,"0","35","27.65","12.26","3","3","2","1836","12.26","3","0"
"2786","18018","5","5","1",NULL,"146",NULL,"0","56","27.65","17.95","2","3","1","2571","1297","3","0"
"2787","26319","7","9","5",NULL,"155",NULL,"0","92","25.53","16.86","2","2","2","25.53","16.86","2","0"
"2788","6790","5","2","1",NULL,"5",NULL,"0","18","39.91","17.95","1","2","3","39.91","1645","2","0"
"2789","33836","7","15","2",NULL,"45",NULL,"0","48","27.65","17.95","2","3","2","2791","1800","3","0"
"2790","22824","6","10","2",NULL,"33",NULL,"0","29","33.38","17.95","2","4","4","33.38","1208","4","0"
"2791","30241","6","2","2",NULL,"79","345817","0","57","27.65","17.95","2","2","4","3272","1610","2","345817"
"2792","9869","1","2","3",NULL,"124",NULL,"0","33","27.65","12.96","2","3","3","2526","12.96","3","0"
"2793","18959","8","10","2",NULL,"133",NULL,"0","81","19.06","500","3","2","2","19.06","-500","2","0"
"2794","20967","6","5","5",NULL,"133",NULL,"0","34","14.05","17.95","4","1","1","14.05","1905","1","0"
"2795","28728","3","10","4",NULL,"4",NULL,"0","26","27.65","20.24","2","2","3","3214","20.24","2","0"
"2796","19000","1","7","5",NULL,"9",NULL,"0","62","27.65","24.12","1","1","2","999","24.12","1","0"
"2797","27520","7","10","4",NULL,"138",NULL,"0","28","27.65","21.76","2","3","1","2861","21.76","3","0"
"2798","12449","6","12","3",NULL,"162",NULL,"0","28","27.65","20.01","3","2","2","1758","20.01","2","0"
"2799","16182","4","14","1",NULL,"90",NULL,"0","71","25.42","17.58","2","2","3","25.42","17.58","2","0"
"2800","4108","5","14","2",NULL,"113",NULL,"0","43","15.95","28.64","3","2","3","15.95","28.64","2","0"
"2801","23486","3","13","2",NULL,"51",NULL,"0","45","27.65","17.95","3","2","3","2368","1845","2","0"
"2802","23486","7","13","3",NULL,"51",NULL,"0","45","45.82","17.2","1","2","3","45.82","17.2","2","0"
"2803","12030","4","5","2",NULL,"125",NULL,"0","63","47.84","5","1","1","3","47.84","-5","1","0"
"2804","14494","9","13","5",NULL,"95",NULL,"0","62","14.5","17.95","4","3","4","14.5","3298","3","0"
"2805","23855","2","10","5",NULL,"22",NULL,"0","41","34.98","17.95","2","2","2","34.98","1739","2","0"
"2806","23525","1","14","1",NULL,"156",NULL,"0","84","27.65","17.95","3","2","1","2472","1351","2","0"
"2807","18540","6","12","4",NULL,"150",NULL,"0","65","23.98","17.95","3","2","2","23.98","2319","2","0"
"2808","33434","3","5","2",NULL,"116",NULL,"0","36","26.93","17.95","2","3","3","26.93","2219","3","0"
"2809","27259","2","3","4",NULL,"99",NULL,"0","62","32.94","17.95","2","2","1","32.94","2212","2","0"
"2810","27259","3","3","5",NULL,"99",NULL,"0","62","37.14","15.97","1","4","3","37.14","15.97","4","0"
"2811","21430","8","1","2",NULL,"110",NULL,"0","7","27.65","16.19","3","3","2","1925","16.19","3","0"
"2812","27916","7","13","1",NULL,"89",NULL,"0","51","27.65","17.95","3","3","1","2041","3371","3","0"
"2813","6930","5","2","2",NULL,"85",NULL,"0","61","28.37","17.95","2","3","2","28.37","2700","3","0"
"2814","1242","9","13","1",NULL,"21",NULL,"0","24","23.23","20.21","3","3","3","23.23","20.21","3","0"
"2815","7718","1","5","2",NULL,"137",NULL,"0","30","27.65","591","4","3","5","1084","591","3","0"
"2816","3365","9","2","2",NULL,"40",NULL,"0","39","27.65","295","2","3","3","2759","295","3","0"
"2817","18118","9","13","1",NULL,"35",NULL,"0","46","27.65","17.95","1","3","1","3739","17.95","3","0"
"2818","6930","5","5","2",NULL,"163",NULL,"0","60","28.37","17.95","2","3","2","28.37","2700","3","0"
"2819","7789","5","5","5",NULL,"158",NULL,"0","6","27.65","17.95","3","4","1","2189","1648","4","0"
"2820","6924","2","1","1",NULL,"83",NULL,"0","49","27.65","17.95","3","2","3","2159","1654","2","0"
"2821","27847","8","4","2",NULL,"146",NULL,"0","46","27.65","15.93","3","2","1","1544","15.93","2","0"
"2822","27259","2","12","4",NULL,"69",NULL,"0","32","32.94","17.95","2","2","1","32.94","2212","2","0"
"2823","27259","3","12","5",NULL,"69",NULL,"0","32","37.14","15.97","1","4","3","37.14","15.97","4","0"
"2824","15609","6","10","2",NULL,"73",NULL,"0","37","27.65","17.9","3","3","3","1852","17.9","3","0"
"2825","18942","6","8","5",NULL,"47",NULL,"0","57","31.81","17.95","2","2","3","31.81","1994","2","0"
"2826","28962","2","2","4",NULL,"109",NULL,"0","72","27.65","17.95","3","4","1","2028","1885","4","0"
"2827","9995","3","5","4",NULL,"67",NULL,"0","13","27.65","25.61","1","3","4","3894","25.61","3","0"
"2828","10466","10","4","2",NULL,"178",NULL,"0","61","27.65","17.95","5","2","2","205","2505","2","0"
"2829","27966","6","8","1",NULL,"70",NULL,"0","65","26.27","17.42","2","2","2","26.27","17.42","2","0"
"2830","22061","9","14","1",NULL,"106",NULL,"0","4","27.65","17.95","3","2","3","2407","2381","2","0"
"2831","28289","1","5","1",NULL,"75",NULL,"0","10","27.65","16.7","3","5","1","2329","16.7","5","0"
"2832","2126","3","5","3",NULL,"76",NULL,"0","68","14.21","17.95","4","3","5","14.21","1309","3","0"
"2833","22257","1","3","2",NULL,"33",NULL,"0","63","27.65","21.71","2","3","2","3195","21.71","3","0"
"2834","15595","10","7","3",NULL,"141",NULL,"0","65","27.65","17.95","2","1","3","3224","2434","1","0"
"2835","25027","6","12","3",NULL,"47",NULL,"0","55","27.65","24.45","3","3","2","2069","24.45","3","0"
"2836","33332","2","9","3",NULL,"138",NULL,"0","51","27.65","17.95","3","3","4","2228","1238","3","0"
"2837","25021","7","13","2",NULL,"147",NULL,"0","77","27.65","17.95","3",NULL,"2","1620","1984","0","0"
"2838","25874","9","1","3",NULL,"84",NULL,"0","48","27.65","17.95","2","5","1","2958","2220","5","0"
"2839","25145","6","2","2",NULL,"13",NULL,"0","19","27.65","16.58","1","3","2","3754","16.58","3","0"
"2840","9138","8","14","5",NULL,"173",NULL,"0","19","27.65","17.95","2","1","3","3128","1479","1","0"
"2841","5351","1","11","2",NULL,"4",NULL,"0","67","27.21","16.96","2","4","1","27.21","16.96","4","0"
"2842","26850","4","12","3",NULL,"176",NULL,"0","38","26.65","13.21","2","2","2","26.65","13.21","2","0"
"2843","5907","3","2","2",NULL,"156",NULL,"0","42","41.97","12.51","1","4","3","41.97","12.51","4","0"
"2844","8689","6","14","5",NULL,"116","324265","0","49","33.39","17.95","2","1","3","33.39","2127","1","324265"
"2845","4108","5","5","2",NULL,"74",NULL,"0","77","15.95","28.64","3","2","3","15.95","28.64","2","0"
"2846","8824","5","4","3",NULL,"176",NULL,"0","58","22.71","17.95","3","2","3","22.71","1743","2","0"
"2847","17717","1","9","3",NULL,"77",NULL,"0","30","31.57","21.22","2","2","2","31.57","21.22","2","0"
"2848","33651","8","12","5",NULL,"156",NULL,"0","59","29.91","17.95","2","2","3","29.91","1561","2","0"
"2849","1370","4","9","1",NULL,"53",NULL,"0","24","13.77","17.95","4","5","1","13.77","1815","5","0"
"2850","31430","1","12","3",NULL,"68",NULL,"0","52","27.65","20.23","2","5","3","3088","20.23","5","0"
"2851","8591","2","10","2",NULL,"87",NULL,"0","48","16.35","19.03","3",NULL,"1","16.35","19.03","0","0"
"2852","33565","10","12","5",NULL,"142",NULL,"0","66","27.65","203","1","1","2","3877","203","1","0"
"2853","18033","7","2","1",NULL,"126",NULL,"1","31","27.65","17.95","2","3","3","2677","1460","3","0"
"2854","21913","2","8","3",NULL,"158","92041","0","45","27.65","12.37","2","3","2","3001","12.37","3","92041"
"2855","2433","2","4","5",NULL,"113",NULL,"0","28","27.65","17.5","3","3","3","1681","17.5","3","0"
"2856","33130","7","14","4",NULL,"42",NULL,"0","53","40.26","19.01","1","4","2","40.26","19.01","4","0"
"2857","22430","8","14","3",NULL,"178",NULL,"0","49","32.49","17.95","2","2","3","32.49","2249","2","0"
"2858","18018","5","11","1",NULL,"131",NULL,"0","40","27.65","17.95","2","3","1","2571","1297","3","0"
"2859","10002","4","9","2",NULL,"74",NULL,"0","94","31.88","17.95","2","2","3","31.88","2218","2","0"
"2860","27852","5","14","4",NULL,"62",NULL,"0","20","47.38","23.11","1","3","3","47.38","23.11","3","0"
"2861","23854","1","13","2",NULL,"66",NULL,"0","51","39.02","17.95","1","3","2","39.02","1355","3","0"
"2862","11300","1","9","3",NULL,"137",NULL,"0","60","34.54","10.38","2","3","2","34.54","10.38","3","0"
"2863","30990","2","15","1",NULL,"169",NULL,"0","29","28.65","17.95","2","2","5","28.65","2232","2","0"
"2864","28657","4","9","1",NULL,"10","133849","0","63","30.3","17.95","2","1","1","30.3","1917","1","133849"
"2865","11452","6","1","3",NULL,"39",NULL,"0","21","27.65","17.95","1","4","3","3714","2408","4","0"
"2866","28863","6","8","1",NULL,"134",NULL,"0","32","27.65","3.53","1","3","3","3745","3.53","3","0"
"2867","7034","9","11","2",NULL,"88",NULL,"1","59","27.65","17.95","2","2","3","2705","2439","2","0"
"2868","28852","1","5","2",NULL,"93",NULL,"0","33","12.99","19.77","4","3","3","12.99","19.77","3","0"
"2869","15279","5","15","5",NULL,"64",NULL,"0","39","27.65","18.78","4","1","3","649","18.78","1","0"
"2870","4134","3","3","2",NULL,"46",NULL,"0","54","30.93","17.95","2","3","2","30.93","3091","3","0"
"2871","23570","3","5","3",NULL,"80",NULL,"0","77","27.65","17.95","3","3","4","1740","2182","3","0"
"2872","34679","8","12","5",NULL,"160",NULL,"0","49","35.79","21.8","1","3","2","35.79","21.8","3","0"
"2873","16830","8","15","2",NULL,"7",NULL,"0","26","19.39","27.03","3","1","1","19.39","27.03","1","0"
"2874","12536","3","8","4",NULL,"121",NULL,"0","0","27.65","23.3","2","3","1","2632","23.3","3","0"
"2875","25655","4","7","2",NULL,"27",NULL,"0","36","48.27","17.95","1","3","3","48.27","2609","3","0"
"2876","27766","2","1","1",NULL,"165",NULL,"0","37","33.97","17.95","2","4","2","33.97","2664","4","0"
"2877","30137","6","8","2",NULL,"136",NULL,"0","34","27.65","17.95","3","1","3","2477","1565","1","0"
"2878","19675","3","10","3",NULL,"170",NULL,"0","41","48.89","17.95","1","1","3","48.89","1670","1","0"
"2879","7915","9","5","3",NULL,"87",NULL,"0","25","27.65","17.95","1","2","3","3641","1743","2","0"
"2880","23855","2","9","5",NULL,"127",NULL,"0","50","34.98","17.95","2","2","2","34.98","1739","2","0"
"2881","16505","5","5","1",NULL,"16",NULL,"0","39","27.65","17.95","3","3","3","2404","1797","3","0"
"2882","31027","10","15","2",NULL,"97",NULL,"0","53","27.65","19.09","3","3","2","2008","19.09","3","0"
"2883","7849","3","11","2",NULL,"128","42913","0","83","27.65","17.95","1","2","2","3880","2471","2","42913"
"2884","12067","7","8","1",NULL,"57",NULL,"0","8","27.65","18.9","1","2","1","3520","18.9","2","0"
"2885","31618","10","1","5",NULL,"78",NULL,"0","53","41.31","16.4","1","1","2","41.31","16.4","1","0"
"2886","22952","6","7","1",NULL,"86",NULL,"0","63","27.65","17.95","3","2","2","2449","2799","2","0"
"2887","10675","10","3","2",NULL,"80",NULL,"0","47","26.22","17.95","2","3","2","26.22","1794","3","0"
"2888","30789","6","1","2",NULL,"140",NULL,"0","62","27.64","17.95","2","4","4","27.64","2457","4","0"
"2889","4519","9","2","3",NULL,"115",NULL,"0","34","27.65","15.57","2","3","2","2988","15.57","3","0"
"2890","6465","2","14","5",NULL,"21",NULL,"0","47","27.65","19.21","1","4","4","4079","19.21","4","0"
"2891","4404","8","2","1",NULL,"174",NULL,"0","60","27.65","17.95","2","1","1","3402","1715","1","0"
"2892","6304","7","3","2",NULL,"142",NULL,"0","33","27.65","19.21","4","3","1","1450","19.21","3","0"
"2893","26997","2","1","2",NULL,"115",NULL,"0","20","30.89","17.95","2","3","2","30.89","2354","3","0"
"2894","21705","5","8","3",NULL,"41",NULL,"0","46","27.65","17.95","2","3","4","3458","1405","3","0"
"2895","4519","9","10","3",NULL,"131",NULL,"0","30","27.65","15.57","2","3","2","2988","15.57","3","0"
"2896","7669","5","4","2",NULL,"113",NULL,"0","61","27.65","17.95","4","3","3","1349","1286","3","0"
"2897","20810","8","2","5",NULL,"96",NULL,"0","41","24.06","17.95","3","3","2","24.06","1039","3","0"
"2898","13398","9","4","4",NULL,"88",NULL,"0","42","27.65","14.82","1","4","3","4524","14.82","4","0"
"2899","14555","6","10","2",NULL,"175",NULL,"0","59","27.65","23.52","1","3","1","3965","23.52","3","0"
"2900","15853","10","9","3",NULL,"11",NULL,"0","43","45.26","13.68","1","3","3","45.26","13.68","3","0"
"2901","24846","5","7","1",NULL,"27",NULL,"0","14","27.57","17.95","2","3","3","27.57","1854","3","0"
"2902","28322","10","5","1",NULL,"38",NULL,"0","45","28.35","13.72","2","4","2","28.35","13.72","4","0"
"2903","21744","5","11","5",NULL,"40",NULL,"0","40","27.65","17.95","4","2","1","849","821","2","0"
"2904","11315","3","2","2",NULL,"59",NULL,"0","67","0.5","17.95","5","4","4","0.5","1563","4","0"
"2905","10821","5","14","4",NULL,"52",NULL,"0","40","26.46","17.95","2",NULL,"3","26.46","2304","0","0"
"2906","28995","3","10","2",NULL,"60",NULL,"0","47","24.39","17.95","3","3","4","24.39","3084","3","0"
"2907","7666","7","5","4",NULL,"98",NULL,"0","7","24.51","17.95","3","4","4","24.51","2137","4","0"
"2908","19437","5","4","3",NULL,"162",NULL,"0","73","11.69","17.95","4","3","3","11.69","2992","3","0"
"2909","26319","7","8","5",NULL,"68",NULL,"0","74","25.53","16.86","2","2","2","25.53","16.86","2","0"
"2910","9311","2","10","3",NULL,"78",NULL,"0","49","27.65","18.19","3","4","3","1644","18.19","4","0"
"2911","21655","2","2","3",NULL,"51",NULL,"0","94","22.9","34.62","3","1","4","22.9","34.62","1","0"
"2912","21655","10","2","3",NULL,"51",NULL,"0","94","27.65","17.49","4","3","4","1059","17.49","3","0"
"2913","13341","4","4","3",NULL,"89",NULL,"0","57","37.75","27.09","9","4","3","37.75","27.09","4","0"
"2914","12843","2","12","5",NULL,"112",NULL,"0","54","27.65","18.18","2","2","3","3165","18.18","2","0"
"2915","20823","3","2","2",NULL,"134",NULL,"0","60","27.65","29.9","4","3","2","1195","29.9","3","0"
